"id"|"name"|"pictogram_url"|"pictogram_url_dark"|"DataCollectionDate"
"BMF"|"Cycling BMX Freestyle"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"BMX"|"Cycling BMX Racing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"MTB"|"Cycling Mountain Bike"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"CRD"|"Cycling Road"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"CTR"|"Cycling Track"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"DIV"|"Diving"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"EQU"|"Equestrian"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"FEN"|"Fencing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"FBL"|"Football"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"GLF"|"Golf"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"HBL"|"Handball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"HOC"|"Hockey"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"JUD"|"Judo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"OWS"|"Marathon Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"MPN"|"Modern Pentathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"GRY"|"Rhythmic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"ROW"|"Rowing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"RU7"|"Rugby Sevens"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"SAL"|"Sailing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"SHO"|"Shooting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"SKB"|"Skateboarding"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"CLB"|"Sport Climbing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"SRF"|"Surfing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"SWM"|"Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"TTE"|"Table Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"TKW"|"Taekwondo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"TEN"|"Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"GTR"|"Trampoline Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"TRI"|"Triathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"VVO"|"Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"WPO"|"Water Polo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"WLF"|"Weightlifting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"WRE"|"Wrestling"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE-dark.avif"|"2024-08-04T15:47:40.3081888Z"
"BK3"|"3x3 Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"ARC"|"Archery"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"GAR"|"Artistic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"SWA"|"Artistic Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"ATH"|"Athletics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"BDM"|"Badminton"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"BKB"|"Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"VBV"|"Beach Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"BOX"|"Boxing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"BKG"|"Breaking"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"CSL"|"Canoe Slalom"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"CSP"|"Canoe Sprint"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"BMF"|"Cycling BMX Freestyle"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"BMX"|"Cycling BMX Racing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"MTB"|"Cycling Mountain Bike"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"CRD"|"Cycling Road"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"CTR"|"Cycling Track"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"DIV"|"Diving"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"EQU"|"Equestrian"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"FEN"|"Fencing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"FBL"|"Football"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"GLF"|"Golf"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"HBL"|"Handball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"HOC"|"Hockey"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HOC-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"JUD"|"Judo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/JUD-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"OWS"|"Marathon Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/OWS-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"MPN"|"Modern Pentathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MPN-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"GRY"|"Rhythmic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GRY-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"ROW"|"Rowing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ROW-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"RU7"|"Rugby Sevens"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/RU7-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"SAL"|"Sailing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SAL-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"SHO"|"Shooting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SHO-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"SKB"|"Skateboarding"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SKB-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"CLB"|"Sport Climbing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CLB-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"SRF"|"Surfing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SRF-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"SWM"|"Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWM-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"TTE"|"Table Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TTE-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"TKW"|"Taekwondo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TKW-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"TEN"|"Tennis"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TEN-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"GTR"|"Trampoline Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GTR-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"TRI"|"Triathlon"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/TRI-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"VVO"|"Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VVO-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"WPO"|"Water Polo"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WPO-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"WLF"|"Weightlifting"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WLF-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"WRE"|"Wrestling"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/WRE-dark.avif"|"2024-08-04T17:34:14.8263390Z"
"BK3"|"3x3 Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BK3-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"ARC"|"Archery"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ARC-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"GAR"|"Artistic Gymnastics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GAR-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"SWA"|"Artistic Swimming"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/SWA-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"ATH"|"Athletics"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/ATH-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"BDM"|"Badminton"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BDM-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"BKB"|"Basketball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKB-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"VBV"|"Beach Volleyball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/VBV-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"BOX"|"Boxing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BOX-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"BKG"|"Breaking"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BKG-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"CSL"|"Canoe Slalom"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSL-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"CSP"|"Canoe Sprint"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CSP-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"BMF"|"Cycling BMX Freestyle"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMF-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"BMX"|"Cycling BMX Racing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/BMX-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"MTB"|"Cycling Mountain Bike"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/MTB-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"CRD"|"Cycling Road"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CRD-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"CTR"|"Cycling Track"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/CTR-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"DIV"|"Diving"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/DIV-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"EQU"|"Equestrian"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/EQU-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"FEN"|"Fencing"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FEN-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"FBL"|"Football"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/FBL-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"GLF"|"Golf"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/GLF-dark.avif"|"2024-08-04T19:52:35.8565943Z"
"HBL"|"Handball"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL.avif"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/pictograms/HBL-dark.avif"|"2024-08-04T19:52:35.8565943Z"
