"id"|"name"|"continent"|"flag_url"|"gold_medals"|"silver_medals"|"bronze_medals"|"total_medals"|"rank"|"rank_total_medals"|"DataCollectionDate"
"LBR"|"Libéria"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"LBA"|"Líbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"LIE"|"Liechtenstein"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LIE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"LUX"|"Luxemburgo"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LUX.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MAD"|"Madagascar"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MAW"|"Malawi"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MDV"|"Maldivas"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MDV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MLI"|"Mali"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MLT"|"Malta"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MAR"|"Marrocos"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MTN"|"Mauritânia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MTN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"FSM"|"Micronésia"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FSM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MON"|"Mônaco"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MON.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MNE"|"Montenegro"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MNE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MOZ"|"Moçambique"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MOZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"MYA"|"Mianmar"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MYA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"NAM"|"Namíbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"NRU"|"Nauru"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NRU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"NEP"|"Nepal"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NEP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"NCA"|"Nicarágua"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NCA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"NIG"|"Níger"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NIG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"NGR"|"Nigéria"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NGR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"OMA"|"Omã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/OMA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PLW"|"Palau"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PLW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PLE"|"Estado da Palestina"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PLE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PAN"|"Panamá"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PNG"|"Papua-Nova Guiné"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PNG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PAK"|"Paquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAK.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PAR"|"Paraguai"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PER"|"Peru"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PER.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"PUR"|"Porto Rico"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"CAF"|"Rep. Centroafricana"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAF.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"COD"|"RD Congo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SYR"|"Rep. Árabe Síria"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SYR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"RWA"|"Ruanda"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/RWA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SKN"|"S. Cristóvão e Névis"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SKN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SMR"|"San Marino"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SMR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"STP"|"São Tomé e Príncipe"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/STP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SEN"|"Senegal"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SEY"|"Seicheles"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SEY.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SLE"|"Serra Leoa"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SLE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SGP"|"Singapura"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SGP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SOM"|"Somália"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SOM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SRI"|"Sri Lanka"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SRI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SSD"|"Sudão do Sul"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SSD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SUD"|"Sudão"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SUR"|"Suriname"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SWZ"|"Essuatíni"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SWZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"THA"|"Tailândia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/THA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"TAN"|"Tanzânia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"TLS"|"Timor-Leste"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TLS.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"TOG"|"Togo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TOG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"TGA"|"Tonga"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TGA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"TTO"|"Trinidad e Tobago"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TTO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"TKM"|"Turcomenistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TKM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"TUV"|"Tuvalu"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"URU"|"Uruguai"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/URU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"VAN"|"Vanuatu"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"VEN"|"Venezuela"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"VIN"|"S. Vicen. e Granadi."|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VIN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"VIE"|"Vietnã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VIE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"ZAM"|"Zâmbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ZAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"ZIM"|"Zimbábue"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ZIM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"EOR"|"EOR"|""|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/EOR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"AIN"|"AIN"|""|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AIN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"SAM"|"Samoa"|"-"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T17:34:23.6789604Z"
"USA"|"EUA"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/USA.png"|"19"|"26"|"26"|"71"|"1"|"1"|"2024-08-04T20:19:58.7388313Z"
"CHN"|"China"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CHN.png"|"19"|"15"|"11"|"45"|"2"|"2"|"2024-08-04T20:19:58.7388313Z"
"FRA"|"França"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FRA.png"|"12"|"14"|"18"|"44"|"3"|"3"|"2024-08-04T20:19:58.7388313Z"
"AUS"|"Austrália"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AUS.png"|"12"|"11"|"8"|"31"|"4"|"5"|"2024-08-04T20:19:58.7388313Z"
"GBR"|"Grã-Bretanha"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GBR.png"|"10"|"12"|"15"|"37"|"5"|"4"|"2024-08-04T20:19:58.7388313Z"
"KOR"|"República da Coréia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KOR.png"|"10"|"7"|"7"|"24"|"6"|"6"|"2024-08-04T20:19:58.7388313Z"
"JPN"|"Japão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/JPN.png"|"9"|"5"|"10"|"24"|"7"|"6"|"2024-08-04T20:19:58.7388313Z"
"ITA"|"Itália"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ITA.png"|"7"|"10"|"5"|"22"|"8"|"8"|"2024-08-04T20:19:58.7388313Z"
"NED"|"Países Baixos"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NED.png"|"6"|"5"|"4"|"15"|"9"|"10"|"2024-08-04T20:19:58.7388313Z"
"GER"|"Alemanha"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GER.png"|"5"|"5"|"2"|"12"|"10"|"11"|"2024-08-04T20:19:58.7388313Z"
"CAN"|"Canadá"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAN.png"|"5"|"4"|"8"|"17"|"11"|"9"|"2024-08-04T20:19:58.7388313Z"
"HUN"|"Hungria"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HUN.png"|"3"|"3"|"2"|"8"|"12"|"13"|"2024-08-04T20:19:58.7388313Z"
"ROU"|"Romênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ROU.png"|"3"|"3"|"1"|"7"|"13"|"15"|"2024-08-04T20:19:58.7388313Z"
"IRL"|"Irlanda"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IRL.png"|"3"|"0"|"3"|"6"|"14"|"18"|"2024-08-04T20:19:58.7388313Z"
"NZL"|"Nova Zelândia"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NZL.png"|"2"|"4"|"1"|"7"|"15"|"15"|"2024-08-04T20:19:58.7388313Z"
"SWE"|"Suécia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SWE.png"|"2"|"3"|"2"|"7"|"16"|"15"|"2024-08-04T20:19:58.7388313Z"
"UKR"|"Ucrânia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UKR.png"|"2"|"1"|"3"|"6"|"17"|"18"|"2024-08-04T20:19:58.7388313Z"
"CRO"|"Croácia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CRO.png"|"2"|"1"|"1"|"4"|"18"|"24"|"2024-08-04T20:19:58.7388313Z"
"BEL"|"Bélgica"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BEL.png"|"2"|"0"|"3"|"5"|"19"|"22"|"2024-08-04T20:19:58.7388313Z"
"HKG"|"Hong Kong, China"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HKG.png"|"2"|"0"|"2"|"4"|"20"|"24"|"2024-08-04T20:19:58.7388313Z"
"AZE"|"Azerbaijão"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AZE.png"|"2"|"0"|"0"|"2"|"21"|"37"|"2024-08-04T20:19:58.7388313Z"
"PHI"|"Filipinas"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PHI.png"|"2"|"0"|"0"|"2"|"21"|"37"|"2024-08-04T20:19:58.7388313Z"
"SRB"|"Sérvia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SRB.png"|"2"|"0"|"0"|"2"|"21"|"37"|"2024-08-04T20:19:58.7388313Z"
"BRA"|"Brasil"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BRA.png"|"1"|"4"|"5"|"10"|"24"|"12"|"2024-08-04T20:19:58.7388313Z"
"ISR"|"Israel"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ISR.png"|"1"|"4"|"1"|"6"|"25"|"18"|"2024-08-04T20:19:58.7388313Z"
"ESP"|"Espanha"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ESP.png"|"1"|"2"|"5"|"8"|"26"|"13"|"2024-08-04T20:19:58.7388313Z"
"GEO"|"Geórgia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GEO.png"|"1"|"2"|"1"|"4"|"27"|"24"|"2024-08-04T20:19:58.7388313Z"
"SUI"|"Suíça"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUI.png"|"1"|"1"|"4"|"6"|"28"|"18"|"2024-08-04T20:19:58.7388313Z"
"RSA"|"África do Sul"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/RSA.png"|"1"|"1"|"2"|"4"|"29"|"24"|"2024-08-04T20:19:58.7388313Z"
"KAZ"|"Cazaquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KAZ.png"|"1"|"1"|"2"|"4"|"29"|"24"|"2024-08-04T20:19:58.7388313Z"
"TPE"|"Chinese Taipei"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TPE.png"|"1"|"0"|"2"|"3"|"31"|"30"|"2024-08-04T20:19:58.7388313Z"
"UZB"|"Uzbequistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UZB.png"|"1"|"0"|"2"|"3"|"31"|"30"|"2024-08-04T20:19:58.7388313Z"
"GUA"|"Guatemala"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUA.png"|"1"|"0"|"1"|"2"|"33"|"37"|"2024-08-04T20:19:58.7388313Z"
"CZE"|"Tchéquia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CZE.png"|"1"|"0"|"1"|"2"|"33"|"37"|"2024-08-04T20:19:58.7388313Z"
"ALG"|"Argélia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ALG.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"ARG"|"Argentina"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARG.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"CHI"|"Chile"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CHI.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"DMA"|"Dominica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DMA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"ECU"|"Equador"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ECU.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"SLO"|"Eslovênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SLO.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"NOR"|"Noruega"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NOR.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"LCA"|"Santa Lúcia"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LCA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"UGA"|"Uganda"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UGA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T20:19:58.7388313Z"
"JAM"|"Jamaica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/JAM.png"|"0"|"2"|"1"|"3"|"44"|"30"|"2024-08-04T20:19:58.7388313Z"
"MEX"|"México"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MEX.png"|"0"|"2"|"1"|"3"|"44"|"30"|"2024-08-04T20:19:58.7388313Z"
"PRK"|"RPD da Coréia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PRK.png"|"0"|"2"|"1"|"3"|"44"|"30"|"2024-08-04T20:19:58.7388313Z"
"GRE"|"Grécia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GRE.png"|"0"|"1"|"4"|"5"|"47"|"22"|"2024-08-04T20:19:58.7388313Z"
"POL"|"Polônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/POL.png"|"0"|"1"|"3"|"4"|"48"|"24"|"2024-08-04T20:19:58.7388313Z"
"KOS"|"Kosovo"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KOS.png"|"0"|"1"|"1"|"2"|"49"|"37"|"2024-08-04T20:19:58.7388313Z"
"TUR"|"Türkiye"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUR.png"|"0"|"1"|"1"|"2"|"49"|"37"|"2024-08-04T20:19:58.7388313Z"
"ARM"|"Armênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARM.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T20:19:58.7388313Z"
"DEN"|"Dinamarca"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DEN.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T20:19:58.7388313Z"
"ETH"|"Etiópia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ETH.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T20:19:58.7388313Z"
"FIJ"|"Fiji"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FIJ.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T20:19:58.7388313Z"
"MGL"|"Mongólia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MGL.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T20:19:58.7388313Z"
"TUN"|"Tunísia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUN.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T20:19:58.7388313Z"
"IND"|"Índia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IND.png"|"0"|"0"|"3"|"3"|"57"|"30"|"2024-08-04T20:19:58.7388313Z"
"TJK"|"Tajiquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TJK.png"|"0"|"0"|"3"|"3"|"57"|"30"|"2024-08-04T20:19:58.7388313Z"
"DOM"|"República Dominicana"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DOM.png"|"0"|"0"|"2"|"2"|"59"|"37"|"2024-08-04T20:19:58.7388313Z"
"MDA"|"Moldova"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MDA.png"|"0"|"0"|"2"|"2"|"59"|"37"|"2024-08-04T20:19:58.7388313Z"
"AUT"|"Áustria"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AUT.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
"CPV"|"Cabo Verde"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CPV.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
"CUB"|"Cuba"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CUB.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
"EGY"|"Egito"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/EGY.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
"SVK"|"Eslováquia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SVK.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
"GRN"|"Granada"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GRN.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
"INA"|"Indonésia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/INA.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
"LTU"|"Lituânia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LTU.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T20:19:58.7388313Z"
