"id"|"name"|"continent"|"flag_url"|"gold_medals"|"silver_medals"|"bronze_medals"|"total_medals"|"rank"|"rank_total_medals"|"DataCollectionDate"
"KIR"|"Kiribati"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KIR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"KUW"|"Kuwait"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KUW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"LAO"|"Laos"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LAO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"LAT"|"Letônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LAT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"LBN"|"Líbano"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"LBR"|"Libéria"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"LBA"|"Líbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LBA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"LIE"|"Liechtenstein"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LIE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"LUX"|"Luxemburgo"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LUX.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MAD"|"Madagascar"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MAW"|"Malawi"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MDV"|"Maldivas"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MDV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MLI"|"Mali"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MLT"|"Malta"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MLT.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MAR"|"Marrocos"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MTN"|"Mauritânia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MTN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"FSM"|"Micronésia"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FSM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MON"|"Mônaco"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MON.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MNE"|"Montenegro"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MNE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MOZ"|"Moçambique"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MOZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"MYA"|"Mianmar"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MYA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"NAM"|"Namíbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"NRU"|"Nauru"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NRU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"NEP"|"Nepal"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NEP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"NCA"|"Nicarágua"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NCA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"NIG"|"Níger"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NIG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"NGR"|"Nigéria"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NGR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"OMA"|"Omã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/OMA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PLW"|"Palau"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PLW.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PLE"|"Estado da Palestina"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PLE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PAN"|"Panamá"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PNG"|"Papua-Nova Guiné"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PNG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PAK"|"Paquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAK.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PAR"|"Paraguai"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PAR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PER"|"Peru"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PER.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"PUR"|"Porto Rico"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"CAF"|"Rep. Centroafricana"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAF.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"COD"|"RD Congo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/COD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SYR"|"Rep. Árabe Síria"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SYR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"RWA"|"Ruanda"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/RWA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SKN"|"S. Cristóvão e Névis"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SKN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SMR"|"San Marino"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SMR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"STP"|"São Tomé e Príncipe"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/STP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SEN"|"Senegal"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SEY"|"Seicheles"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SEY.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SLE"|"Serra Leoa"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SLE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SGP"|"Singapura"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SGP.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SOM"|"Somália"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SOM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SRI"|"Sri Lanka"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SRI.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SSD"|"Sudão do Sul"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SSD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SUD"|"Sudão"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUD.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SUR"|"Suriname"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SWZ"|"Essuatíni"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SWZ.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"THA"|"Tailândia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/THA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"TAN"|"Tanzânia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"TLS"|"Timor-Leste"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TLS.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"TOG"|"Togo"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TOG.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"TGA"|"Tonga"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TGA.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"TTO"|"Trinidad e Tobago"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TTO.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"TKM"|"Turcomenistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TKM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"TUV"|"Tuvalu"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUV.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"URU"|"Uruguai"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/URU.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"VAN"|"Vanuatu"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VAN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"VEN"|"Venezuela"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VEN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"VIN"|"S. Vicen. e Granadi."|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VIN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"VIE"|"Vietnã"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/VIE.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"ZAM"|"Zâmbia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ZAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"ZIM"|"Zimbábue"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ZIM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"EOR"|"EOR"|""|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/EOR.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"AIN"|"AIN"|""|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AIN.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"SAM"|"Samoa"|"-"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SAM.png"|"0"|"0"|"0"|"0"|"0"|"0"|"2024-08-04T15:47:58.5166838Z"
"CHN"|"China"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CHN.png"|"19"|"15"|"10"|"44"|"1"|"2"|"2024-08-04T17:34:23.6789604Z"
"USA"|"EUA"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/USA.png"|"17"|"26"|"25"|"68"|"2"|"1"|"2024-08-04T17:34:23.6789604Z"
"FRA"|"França"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FRA.png"|"12"|"14"|"17"|"43"|"3"|"3"|"2024-08-04T17:34:23.6789604Z"
"AUS"|"Austrália"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AUS.png"|"12"|"9"|"7"|"28"|"4"|"5"|"2024-08-04T17:34:23.6789604Z"
"GBR"|"Grã-Bretanha"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GBR.png"|"10"|"12"|"15"|"37"|"5"|"4"|"2024-08-04T17:34:23.6789604Z"
"KOR"|"República da Coréia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KOR.png"|"10"|"7"|"7"|"24"|"6"|"6"|"2024-08-04T17:34:23.6789604Z"
"JPN"|"Japão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/JPN.png"|"8"|"5"|"10"|"23"|"7"|"7"|"2024-08-04T17:34:23.6789604Z"
"ITA"|"Itália"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ITA.png"|"7"|"9"|"5"|"21"|"8"|"8"|"2024-08-04T17:34:23.6789604Z"
"NED"|"Países Baixos"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NED.png"|"6"|"5"|"4"|"15"|"9"|"10"|"2024-08-04T17:34:23.6789604Z"
"GER"|"Alemanha"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GER.png"|"5"|"5"|"2"|"12"|"10"|"11"|"2024-08-04T17:34:23.6789604Z"
"CAN"|"Canadá"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CAN.png"|"4"|"4"|"8"|"16"|"11"|"9"|"2024-08-04T17:34:23.6789604Z"
"ROU"|"Romênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ROU.png"|"3"|"3"|"1"|"7"|"12"|"14"|"2024-08-04T17:34:23.6789604Z"
"HUN"|"Hungria"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HUN.png"|"3"|"2"|"2"|"7"|"13"|"14"|"2024-08-04T17:34:23.6789604Z"
"IRL"|"Irlanda"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IRL.png"|"3"|"0"|"3"|"6"|"14"|"18"|"2024-08-04T17:34:23.6789604Z"
"NZL"|"Nova Zelândia"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NZL.png"|"2"|"4"|"1"|"7"|"15"|"14"|"2024-08-04T17:34:23.6789604Z"
"SWE"|"Suécia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SWE.png"|"2"|"3"|"2"|"7"|"16"|"14"|"2024-08-04T17:34:23.6789604Z"
"CRO"|"Croácia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CRO.png"|"2"|"1"|"1"|"4"|"17"|"23"|"2024-08-04T17:34:23.6789604Z"
"BEL"|"Bélgica"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BEL.png"|"2"|"0"|"3"|"5"|"18"|"21"|"2024-08-04T17:34:23.6789604Z"
"HKG"|"Hong Kong, China"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/HKG.png"|"2"|"0"|"2"|"4"|"19"|"23"|"2024-08-04T17:34:23.6789604Z"
"AZE"|"Azerbaijão"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AZE.png"|"2"|"0"|"0"|"2"|"20"|"36"|"2024-08-04T17:34:23.6789604Z"
"PHI"|"Filipinas"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PHI.png"|"2"|"0"|"0"|"2"|"20"|"36"|"2024-08-04T17:34:23.6789604Z"
"SRB"|"Sérvia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SRB.png"|"2"|"0"|"0"|"2"|"20"|"36"|"2024-08-04T17:34:23.6789604Z"
"BRA"|"Brasil"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/BRA.png"|"1"|"4"|"5"|"10"|"23"|"12"|"2024-08-04T17:34:23.6789604Z"
"ISR"|"Israel"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ISR.png"|"1"|"4"|"1"|"6"|"24"|"18"|"2024-08-04T17:34:23.6789604Z"
"ESP"|"Espanha"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ESP.png"|"1"|"2"|"5"|"8"|"25"|"13"|"2024-08-04T17:34:23.6789604Z"
"GEO"|"Geórgia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GEO.png"|"1"|"2"|"1"|"4"|"26"|"23"|"2024-08-04T17:34:23.6789604Z"
"SUI"|"Suíça"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SUI.png"|"1"|"1"|"4"|"6"|"27"|"18"|"2024-08-04T17:34:23.6789604Z"
"RSA"|"África do Sul"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/RSA.png"|"1"|"1"|"2"|"4"|"28"|"23"|"2024-08-04T17:34:23.6789604Z"
"KAZ"|"Cazaquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KAZ.png"|"1"|"1"|"2"|"4"|"28"|"23"|"2024-08-04T17:34:23.6789604Z"
"UKR"|"Ucrânia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UKR.png"|"1"|"1"|"1"|"3"|"30"|"29"|"2024-08-04T17:34:23.6789604Z"
"TPE"|"Chinese Taipei"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TPE.png"|"1"|"0"|"2"|"3"|"31"|"29"|"2024-08-04T17:34:23.6789604Z"
"UZB"|"Uzbequistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UZB.png"|"1"|"0"|"2"|"3"|"31"|"29"|"2024-08-04T17:34:23.6789604Z"
"GUA"|"Guatemala"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GUA.png"|"1"|"0"|"1"|"2"|"33"|"36"|"2024-08-04T17:34:23.6789604Z"
"CZE"|"Tchéquia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CZE.png"|"1"|"0"|"1"|"2"|"33"|"36"|"2024-08-04T17:34:23.6789604Z"
"ALG"|"Argélia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ALG.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"ARG"|"Argentina"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARG.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"CHI"|"Chile"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CHI.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"DMA"|"Dominica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DMA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"ECU"|"Equador"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ECU.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"SLO"|"Eslovênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/SLO.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"NOR"|"Noruega"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/NOR.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"LCA"|"Santa Lúcia"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/LCA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"UGA"|"Uganda"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/UGA.png"|"1"|"0"|"0"|"1"|"35"|"46"|"2024-08-04T17:34:23.6789604Z"
"MEX"|"México"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MEX.png"|"0"|"2"|"1"|"3"|"44"|"29"|"2024-08-04T17:34:23.6789604Z"
"PRK"|"RPD da Coréia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/PRK.png"|"0"|"2"|"1"|"3"|"44"|"29"|"2024-08-04T17:34:23.6789604Z"
"GRE"|"Grécia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/GRE.png"|"0"|"1"|"4"|"5"|"46"|"21"|"2024-08-04T17:34:23.6789604Z"
"POL"|"Polônia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/POL.png"|"0"|"1"|"3"|"4"|"47"|"23"|"2024-08-04T17:34:23.6789604Z"
"JAM"|"Jamaica"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/JAM.png"|"0"|"1"|"1"|"2"|"48"|"36"|"2024-08-04T17:34:23.6789604Z"
"KOS"|"Kosovo"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/KOS.png"|"0"|"1"|"1"|"2"|"48"|"36"|"2024-08-04T17:34:23.6789604Z"
"TUR"|"Türkiye"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUR.png"|"0"|"1"|"1"|"2"|"48"|"36"|"2024-08-04T17:34:23.6789604Z"
"ARM"|"Armênia"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ARM.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T17:34:23.6789604Z"
"DEN"|"Dinamarca"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DEN.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T17:34:23.6789604Z"
"ETH"|"Etiópia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/ETH.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T17:34:23.6789604Z"
"FIJ"|"Fiji"|"OCE"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/FIJ.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T17:34:23.6789604Z"
"MGL"|"Mongólia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MGL.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T17:34:23.6789604Z"
"TUN"|"Tunísia"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TUN.png"|"0"|"1"|"0"|"1"|"51"|"46"|"2024-08-04T17:34:23.6789604Z"
"IND"|"Índia"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/IND.png"|"0"|"0"|"3"|"3"|"57"|"29"|"2024-08-04T17:34:23.6789604Z"
"TJK"|"Tajiquistão"|"ASI"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/TJK.png"|"0"|"0"|"3"|"3"|"57"|"29"|"2024-08-04T17:34:23.6789604Z"
"DOM"|"República Dominicana"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/DOM.png"|"0"|"0"|"2"|"2"|"59"|"36"|"2024-08-04T17:34:23.6789604Z"
"MDA"|"Moldova"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/MDA.png"|"0"|"0"|"2"|"2"|"59"|"36"|"2024-08-04T17:34:23.6789604Z"
"AUT"|"Áustria"|"EUR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/AUT.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T17:34:23.6789604Z"
"CPV"|"Cabo Verde"|"AFR"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CPV.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T17:34:23.6789604Z"
"CUB"|"Cuba"|"AME"|"https://codante.s3.amazonaws.com/codante-apis/olympic-games/flags/CUB.png"|"0"|"0"|"1"|"1"|"61"|"46"|"2024-08-04T17:34:23.6789604Z"
